,Unnamed: 0,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column
3071,3071,CN(C)C(=O)[C@H](N)c1ccccc1,12.05,1.0,0.1,10.1002/anie.202202552,AD3
3072,3072,CN(C)C(=O)[C@@H](N)c1ccccc1,14.76,1.0,0.1,10.1002/anie.202202552,AD3
3089,3089,OC(=O)[C@H]1CCCC[C@H]1c2ccccc2,12.1,0.8,0.02,10.1002/anie.202016705,AD3
3090,3090,OC(=O)[C@@H]1CCCC[C@H]1c2ccccc2,14.8,0.8,0.02,10.1002/anie.202016705,AD3
3091,3091,CCOC(OCC)[C@@H](N)c1ccc(Br)cc1,16.7,0.8,0.05,10.1039/D1CC06601C,AD3
3092,3092,CCOC(OCC)[C@H](N)c1ccc(Br)cc1,14.8,0.8,0.05,10.1039/D1CC06601C,AD3
3123,3123,CCOC(OCC)[C@@H](N)c1ccc(cc1)C(=O)OC,12.0,0.8,0.1,10.1039/D1CC06601C,AD3
3124,3124,CCOC(OCC)[C@H](N)c1ccc(cc1)C(=O)OC,14.9,0.8,0.1,10.1039/D1CC06601C,AD3
3286,3286,CC1(C)CN(C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@](CCN3CCOCC3)(C1)c4cccc(\C=C\c5ccccc5)c4,19.34,0.5,0.05,10.1016/j.chempr.2017.10.008,AD3
3287,3287,CC1(C)CN(C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@](CCN3CCOCC3)(C1)c4cccc(\C=C\c5ccccc5)c4,15.45,0.5,0.05,10.1016/j.chempr.2017.10.008,AD3
3358,3358,Fc1ccc2CCN[C@@H](c3ccccc3)c2c1,15.1,1.0,0.2,10.1039/C8CC03586E,AD3
3359,3359,Fc1ccc2CCN[C@H](c3ccccc3)c2c1,15.7,1.0,0.2,10.1039/C8CC03586E,AD3
3360,3360,C[C@@H](Cc1ccc(Br)cc1)C(O)=O,18.3,9.0,0.03,10.1002/anie.202016705,AD3
3361,3361,C[C@H](Cc1ccc(Br)cc1)C(O)=O,15.7,9.0,0.03,10.1002/anie.202016705,AD3
3368,3368,CC[C@@H](C#CCC(C#N)(c1ccccc1)c2ccccc2)c3ccccc3,12.24,1.0,0.02,10.1038/s41557/019/0346/2,AD3
3369,3369,CC[C@H](C#CCC(C#N)(c1ccccc1)c2ccccc2)c3ccccc3,15.72,1.0,0.02,10.1038/s41557/019/0346/2,AD3
3374,3374,CC[C@@H](C#CCCN1C(=O)c2ccccc2C1=O)c3ccccc3,17.71,1.0,0.01,10.1038/s41557/019/0346/2,AD3
3375,3375,CC[C@H](C#CCCN1C(=O)c2ccccc2C1=O)c3ccccc3,15.77,1.0,0.01,10.1038/s41557/019/0346/2,AD3
3388,3388,C[C@@H](N[P](=O)(c1ccccc1)c2ccccc2)c3ccc4ccccc4c3,10.1,0.4,0.2,10.1039/D0QO01286F,AD3
3389,3389,C[C@H](N[P](=O)(c1ccccc1)c2ccccc2)c3ccc4ccccc4c3,15.8,0.4,0.2,10.1039/D0QO01286F,AD3
3390,3390,C[C@@H](N[P](=O)(c1ccccc1)c2ccccc2)c3cccc4ccccc34,10.1,0.4,0.2,10.1039/D0QO01286F,AD3
3391,3391,C[C@H](N[P](=O)(c1ccccc1)c2ccccc2)c3cccc4ccccc34,15.8,0.4,0.2,10.1039/D0QO01286F,AD3
3392,3392,CC(C)(C)OC(=O)N1CCC[C@H](C1)C(O)=O,16.6,0.8,0.03,10.1038/s41467/020/17057/z,AD3
3393,3393,CC(C)(C)OC(=O)N1CCC[C@@H](C1)C(O)=O,15.8,0.8,0.03,10.1038/s41467/020/17057/z,AD3
3427,3427,COc1ccccc1[C@@H](C)C(O)=O,18.8,0.8,0.03,10.1038/s41467/020/17057/z,AD3
3428,3428,COc1ccccc1[C@H](C)C(O)=O,15.9,0.8,0.03,10.1038/s41467/020/17057/z,AD3
3429,3429,Cc1cccc(c1)[C@]2(CC(F)(F)F)CC(C)(C)CN2C(=O)Nc3cccc(c3)C(F)(F)F,11.96,0.5,0.05,10.1021/jacs.6b04077,AD3
3430,3430,Cc1cccc(c1)[C@@]2(CC(F)(F)F)CC(C)(C)CN2C(=O)Nc3cccc(c3)C(F)(F)F,15.93,0.5,0.05,10.1021/jacs.6b04077,AD3
3457,3457,CN(C)C(=O)[C@H](N)c1ccc2ccccc2c1,10.98,1.0,0.15,10.1002/anie.202202552,AD3
3458,3458,CN(C)C(=O)[C@@H](N)c1ccc2ccccc2c1,16.07,1.0,0.15,10.1002/anie.202202552,AD3
3459,3459,COc1ccccc1[C@@H](N)C(=O)N(C)C,12.92,1.0,0.1,10.1002/anie.202202552,AD3
3460,3460,COc1ccccc1[C@H](N)C(=O)N(C)C,16.09,1.0,0.1,10.1002/anie.202202552,AD3
3465,3465,CCC1=C(Br)[C@H](O)CCC1,12.9,1.0,0.01,10.1021/acs.orglett.1c01744,AD3
3466,3466,CCC1=C(Br)[C@@H](O)CCC1,16.1,1.0,0.01,10.1021/acs.orglett.1c01744,AD3
3479,3479,COc1cccc(c1)[C@@H](N)C(=O)N(C)C,11.56,1.0,0.15,10.1002/anie.202202552,AD3
3480,3480,COc1cccc(c1)[C@H](N)C(=O)N(C)C,16.17,1.0,0.15,10.1002/anie.202202552,AD3
3481,3481,C[C@@H](\C=C/c1ccccc1)c2ccccc2C(=O)NC(C)(C)C,18.13,0.8,0.02,10.1038/s41467/019/13705/1,AD3
3482,3482,C[C@H](\C=C/c1ccccc1)c2ccccc2C(=O)NC(C)(C)C,16.19,0.8,0.02,10.1038/s41467/019/13705/1,AD3
3487,3487,COc1ccc(cc1OC)[C@@]2(C)CCC(=O)C=C2,12.1,1.0,0.07,10.1021/jacs.9b07957,AD3
3488,3488,COc1ccc(cc1OC)[C@]2(C)CCC(=O)C=C2,16.2,1.0,0.07,10.1021/jacs.9b07957,AD3
3489,3489,Cc1cccc(c1)[C@H]2CCCC(=O)N2,17.7,0.8,0.1,10.1021/acs.orglett.0c00669,AD3
3490,3490,Cc1cccc(c1)[C@@H]2CCCC(=O)N2,16.2,0.8,0.1,10.1021/acs.orglett.0c00669,AD3
3491,3491,CCOC(OCC)[C@@H](N)c1cccc(OC)c1,20.2,0.8,0.05,10.1039/D1CC06601C,AD3
3492,3492,CCOC(OCC)[C@H](N)c1cccc(OC)c1,16.2,0.8,0.05,10.1039/D1CC06601C,AD3
3517,3517,COC(=O)c1ccc(cc1)[C@@H](N)C(=O)N(C)C,10.21,1.0,0.15,10.1002/anie.202202552,AD3
3518,3518,COC(=O)c1ccc(cc1)[C@H](N)C(=O)N(C)C,16.31,1.0,0.15,10.1002/anie.202202552,AD3
3531,3531,Cc1cccc(c1)[C@@]2(CCCN2C(=O)Nc3cccc(c3)C(F)(F)F)CN4CCOCC4,19.22,1.0,0.05,10.1016/j.chempr.2017.10.008,AD3
3532,3532,Cc1cccc(c1)[C@]2(CCCN2C(=O)Nc3cccc(c3)C(F)(F)F)CN4CCOCC4,16.38,1.0,0.05,10.1016/j.chempr.2017.10.008,AD3
3572,3572,COC(=O)C(F)(F)C[C@]1(CC(C)(C)CN1C(=O)Nc2cccc(Br)c2)c3ccccc3C,25.7,0.6,0.05,10.1038/ncomms14841,AD3
3573,3573,COC(=O)C(F)(F)C[C@@]1(CC(C)(C)CN1C(=O)Nc2cccc(Br)c2)c3ccccc3C,16.58,0.6,0.05,10.1038/ncomms14841,AD3
3592,3592,COc1cccc(c1)[C@H](C)C(O)=O,20.56,0.8,0.03,10.1021/acs.orglett.2c00852,AD3
3593,3593,COc1cccc(c1)[C@@H](C)C(O)=O,16.66,0.8,0.03,10.1021/acs.orglett.2c00852,AD3
3594,3594,Cc1ccc(cc1)C(=O)N[C@@H](c2ccccc2CCCC(F)(F)F)c3cn(Cc4ccccc4)c5c(C)cccc35,19.04,1.0,0.15,10.1016/j.jfluchem.2017.03.008,AD3
3595,3595,Cc1ccc(cc1)C(=O)N[C@H](c2ccccc2CCCC(F)(F)F)c3cn(Cc4ccccc4)c5c(C)cccc35,16.68,1.0,0.15,10.1016/j.jfluchem.2017.03.008,AD3
3603,3603,C[C@@H]1NC(=O)c2ccccc2c3ccc(cc13)C#N,26.7,0.8,0.2,10.1021/acs.orglett.0c02282,AD3
3604,3604,C[C@H]1NC(=O)c2ccccc2c3ccc(cc13)C#N,16.7,0.8,0.2,10.1021/acs.orglett.0c02282,AD3
3609,3609,CN(C)C(=O)[C@H](N)c1ccc(OCc2ccccc2)cc1,9.91,1.0,0.2,10.1002/anie.202202552,AD3
3610,3610,CN(C)C(=O)[C@@H](N)c1ccc(OCc2ccccc2)cc1,16.72,1.0,0.2,10.1002/anie.202202552,AD3
3611,3611,CC(C)[Si](C#C[C@@H](CCc1ccccc1)C#CCn2c3ccccc3c4ccccc24)(C(C)C)C(C)C,17.38,0.3,0.01,10.1038/s41557/019/0346/2,AD3
3612,3612,CC(C)[Si](C#C[C@H](CCc1ccccc1)C#CCn2c3ccccc3c4ccccc24)(C(C)C)C(C)C,16.73,0.3,0.01,10.1038/s41557/019/0346/2,AD3
3776,3776,FC(F)(F)c1cc(NC(=O)N2CC3(CCC3)C[C@@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,13.42,0.3,0.03,10.1038/ncomms14841,AD3
3777,3777,FC(F)(F)c1cc(NC(=O)N2CC3(CCC3)C[C@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,17.47,0.3,0.03,10.1038/ncomms14841,AD3
3786,3786,Cc1cccc(NC(=O)N2CC3(CCCCCC3)C[C@@]2(C[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)c4ccccc4)c1,12.05,0.7,0.02,10.1007/s11426/019/9528/2,AD3
3787,3787,Cc1cccc(NC(=O)N2CC3(CCCCCC3)C[C@]2(C[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)c4ccccc4)c1,17.5,0.7,0.02,10.1007/s11426/019/9528/2,AD3
3852,3852,COc1ccc2C(=O)N[C@H](C)c2c1,21.4,0.8,0.1,10.1021/acs.orglett.0c00669,AD3
3853,3853,COc1ccc2C(=O)N[C@@H](C)c2c1,17.8,0.8,0.1,10.1021/acs.orglett.0c00669,AD3
3878,3878,C[S](=O)(=O)N1CCN(CC1)C[C@]2(CC3(CCCC3)CN2C(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5ccccc5,26.09,1.0,0.05,10.1016/j.chempr.2017.10.008,AD3
3879,3879,C[S](=O)(=O)N1CCN(CC1)C[C@@]2(CC3(CCCC3)CN2C(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5ccccc5,17.92,1.0,0.05,10.1016/j.chempr.2017.10.008,AD3
3880,3880,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@@](CC(F)(F)F)(C1)c3ccccc3,14.01,0.6,0.05,10.1038/ncomms14841,AD3
3881,3881,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@](CC(F)(F)F)(C1)c3ccccc3,17.94,0.6,0.05,10.1038/ncomms14841,AD3
3919,3919,COC(=O)C(F)(F)C[C@]1(CC2(CC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4,21.65,0.3,0.03,10.1038/ncomms14841,AD3
3920,3920,COC(=O)C(F)(F)C[C@@]1(CC2(CC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4,18.27,0.3,0.03,10.1038/ncomms14841,AD3
3934,3934,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@@](CC(F)(F)F)(C1)c3ccccc3,14.55,0.6,0.05,10.1021/jacs.6b04077,AD3
3935,3935,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@](CC(F)(F)F)(C1)c3ccccc3,18.37,0.6,0.05,10.1021/jacs.6b04077,AD3
3981,3981,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@@](CN3CCOCC3)(C1)c4cccc(F)c4,20.03,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
3982,3982,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@](CN3CCOCC3)(C1)c4cccc(F)c4,18.6,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4031,4031,CC[Si](CC)(CC)C#C[C@@H](CCc1ccccc1)C#CCn2c3ccccc3c4ccccc24,21.28,0.3,0.01,10.1038/s41557/019/0346/2,AD3
4032,4032,CC[Si](CC)(CC)C#C[C@H](CCc1ccccc1)C#CCn2c3ccccc3c4ccccc24,18.78,0.3,0.01,10.1038/s41557/019/0346/2,AD3
4033,4033,COC(=O)C(F)(F)C[C@]1(CC(C)(C)CN1C(=O)Nc2cccc(OC)c2)c3ccccc3,26.75,0.6,0.1,10.1038/ncomms14841,AD3
4034,4034,COC(=O)C(F)(F)C[C@@]1(CC(C)(C)CN1C(=O)Nc2cccc(OC)c2)c3ccccc3,18.79,0.6,0.1,10.1038/ncomms14841,AD3
4074,4074,COC(=O)C(F)(F)C[C@]1(CC(C)(C)CN1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3ccccc3,20.82,0.2,0.05,10.1038/ncomms14841,AD3
4075,4075,COC(=O)C(F)(F)C[C@@]1(CC(C)(C)CN1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)c3ccccc3,19.01,0.2,0.05,10.1038/ncomms14841,AD3
4078,4078,Cc1cccc(c1)[C@]2(CN3CCOCC3)CC(C)(C)CN2C(=O)Nc4cccc(Br)c4,25.1,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4079,4079,Cc1cccc(c1)[C@@]2(CN3CCOCC3)CC(C)(C)CN2C(=O)Nc4cccc(Br)c4,19.02,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4140,4140,COc1ccc(cc1)[C@H](C)C(O)=O,21.54,0.8,0.03,10.1021/acs.orglett.2c00852,AD3
4141,4141,COc1ccc(cc1)[C@@H](C)C(O)=O,19.36,0.8,0.03,10.1021/acs.orglett.2c00852,AD3
4182,4182,COc1ccc(cc1)[C@@H]2CCCC[C@@H]2C(O)=O,17.5,1.0,0.03,10.31635/ccschem.020.202000176,AD3
4199,4199,CC[C@@H](C#Cc1oc2ccccc2n1)c3ccccc3,29.06,0.5,0.01,10.1038/s41557/019/0346/2,AD3
4200,4200,CC[C@H](C#Cc1oc2ccccc2n1)c3ccccc3,19.7,0.5,0.01,10.1038/s41557/019/0346/2,AD3
4218,4218,FC(F)(F)c1cccc(NC(=O)N2CC3(CC3)C[C@@]2(CN4CCOCC4)c5ccccc5)c1,24.79,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4219,4219,FC(F)(F)c1cccc(NC(=O)N2CC3(CC3)C[C@]2(CN4CCOCC4)c5ccccc5)c1,19.75,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4240,4240,CC1(C)CN(C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@](CN3CCOCC3)(C1)\C=C\c4ccccc4,22.89,0.4,0.02,10.1016/j.chempr.2017.10.008,AD3
4241,4241,CC1(C)CN(C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@](CN3CCOCC3)(C1)\C=C\c4ccccc4,19.88,0.4,0.02,10.1016/j.chempr.2017.10.008,AD3
4274,4274,FC(F)(F)c1cc(NC(=O)N2CC3(CCCCCC3)C[C@@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,16.45,0.2,0.05,10.1038/ncomms14841,AD3
4275,4275,FC(F)(F)c1cc(NC(=O)N2CC3(CCCCCC3)C[C@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,19.99,0.2,0.05,10.1038/ncomms14841,AD3
4284,4284,Cc1ccc(cc1)[C@@H]2CCCC[C@@H]2C(O)=O,15.4,0.8,0.02,10.1002/anie.202016705,AD3
4325,4325,COc1cccc(c1)[C@@H](C)C(O)=O,16.6,0.8,0.03,10.1038/s41467/020/17057/z,AD3
4326,4326,COc1cccc(c1)[C@H](C)C(O)=O,20.3,0.8,0.03,10.1038/s41467/020/17057/z,AD3
4332,4332,COC(=O)C(F)(F)C[C@]1(CC(C)(C)CN1C(=O)Nc2cccc(Br)c2)c3ccccc3,21.38,0.5,0.1,10.1038/ncomms14841,AD3
4333,4333,COC(=O)C(F)(F)C[C@@]1(CC(C)(C)CN1C(=O)Nc2cccc(Br)c2)c3ccccc3,20.34,0.5,0.1,10.1038/ncomms14841,AD3
4368,4368,COc1ccccc1[C@H](C)C(O)=O,17.06,0.8,0.03,10.1021/acs.orglett.2c00852,AD3
4369,4369,COc1ccccc1[C@@H](C)C(O)=O,20.51,0.8,0.03,10.1021/acs.orglett.2c00852,AD3
4380,4380,Clc1cccc2[C@@H](NCCc12)c3ccccc3,13.3,1.0,0.2,10.1039/C8CC03586E,AD3
4381,4381,Clc1cccc2[C@H](NCCc12)c3ccccc3,20.6,1.0,0.2,10.1039/C8CC03586E,AD3
4390,4390,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@@](CC(F)F)(C1)c3cccc(Br)c3,22.17,0.4,0.05,10.1038/ncomms14841,AD3
4391,4391,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@](CC(F)F)(C1)c3cccc(Br)c3,20.66,0.4,0.05,10.1038/ncomms14841,AD3
4394,4394,COC(=O)C(F)(F)C[C@]1(CC(C)(C)CN1C(=O)Nc2ccc(F)cc2)c3ccccc3,29.3,0.6,0.1,10.1038/ncomms14841,AD3
4395,4395,COC(=O)C(F)(F)C[C@@]1(CC(C)(C)CN1C(=O)Nc2ccc(F)cc2)c3ccccc3,20.67,0.6,0.1,10.1038/ncomms14841,AD3
4408,4408,C[C@H](C(O)=O)c1ccccc1,23.34,0.6,0.03,10.1021/acs.orglett.2c00852,AD3
4409,4409,C[C@@H](C(O)=O)c1ccccc1,20.76,0.6,0.03,10.1021/acs.orglett.2c00852,AD3
4422,4422,CC(C)(C)OC(=O)N1CC[C@H]([C@H](C1)C(O)=O)c2ccccc2F,15.2,1.0,0.03,10.31635/ccschem.020.202000176,AD3
4423,4423,CC(C)(C)OC(=O)N1CC[C@@H]([C@H](C1)C(O)=O)c2ccccc2F,20.8,1.0,0.03,10.31635/ccschem.020.202000176,AD3
4428,4428,FC(F)(F)C[C@]1(CC2(CCCCCC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4,23.82,0.2,0.03,10.1021/jacs.6b04077,AD3
4429,4429,FC(F)(F)C[C@@]1(CC2(CCCCCC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4,20.81,0.2,0.03,10.1021/jacs.6b04077,AD3
4432,4432,FC(F)(F)c1cc(NC(=O)N2CC3(CCCC3)C[C@@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,17.33,0.2,0.04,10.1038/ncomms14841,AD3
4433,4433,FC(F)(F)c1cc(NC(=O)N2CC3(CCCC3)C[C@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,20.87,0.2,0.04,10.1038/ncomms14841,AD3
4468,4468,Cc1cccc(NC(=O)N2CC(C)(C)C[C@@]2(CC(F)(F)F)c3ccccc3)c1,34.72,0.5,0.05,10.1021/jacs.6b04077,AD3
4469,4469,Cc1cccc(NC(=O)N2CC(C)(C)C[C@]2(CC(F)(F)F)c3ccccc3)c1,21.01,0.5,0.05,10.1021/jacs.6b04077,AD3
4492,4492,COc1cccc(c1)[C@@H]2CCCC[C@@H]2C(O)=O,17.8,0.8,0.02,10.1002/anie.202016705,AD3
4500,4500,FC(F)(F)c1cccc(NC(=O)N2CC3(CCC3)C[C@@]2(CN4CCOCC4)c5ccccc5)c1,28.94,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4501,4501,FC(F)(F)c1cccc(NC(=O)N2CC3(CCC3)C[C@]2(CN4CCOCC4)c5ccccc5)c1,21.15,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4535,4535,COC1CCN(CC1)C[C@]2(CC3(CCCC3)CN2C(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5ccccc5,24.24,0.3,0.03,10.1016/j.chempr.2017.10.008,AD3
4536,4536,COC1CCN(CC1)C[C@@]2(CC3(CCCC3)CN2C(=O)Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5ccccc5,21.39,0.3,0.03,10.1016/j.chempr.2017.10.008,AD3
4554,4554,COc1ccc(cc1)[C@@H](C)C(O)=O,19.4,0.8,0.03,10.1038/s41467/020/17057/z,AD3
4555,4555,COc1ccc(cc1)[C@H](C)C(O)=O,21.5,0.8,0.03,10.1038/s41467/020/17057/z,AD3
4616,4616,O=C1N[C@H](c2ccccc2)c3ccccc13,13.0,0.8,0.1,10.1021/acs.orglett.0c00669,AD3
4617,4617,O=C1N[C@@H](c2ccccc2)c3ccccc13,21.9,0.8,0.1,10.1021/acs.orglett.0c00669,AD3
4618,4618,Cc1ccc(cc1)[C@@H]2CCN(C[C@@H]2C(O)=O)C(=O)OC(C)(C)C,18.9,1.0,0.03,10.31635/ccschem.020.202000176,AD3
4649,4649,COC(=O)C(F)(F)C[C@]1(CC(C)(C)CN1C(=O)Nc2cccc(c2)C(F)(F)F)c3cccc(Br)c3,24.22,0.45,0.05,10.1038/ncomms14841,AD3
4650,4650,COC(=O)C(F)(F)C[C@@]1(CC(C)(C)CN1C(=O)Nc2cccc(c2)C(F)(F)F)c3cccc(Br)c3,22.07,0.45,0.05,10.1038/ncomms14841,AD3
4736,4736,CC(C)(C)OC(=O)N1C[C@@H]([C@@H](C1)c2ccccc2)C(O)=O,17.6,1.0,0.03,10.31635/ccschem.020.202000176,AD3
4743,4743,C[Si](C)(C)[Si](C[C@]1(Cc2cc(Cl)ccc2N1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,25.02,0.15,0.01,10.1007/s11426/019/9528/2,AD3
4744,4744,C[Si](C)(C)[Si](C[C@@]1(Cc2cc(Cl)ccc2N1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,22.66,0.15,0.01,10.1007/s11426/019/9528/2,AD3
4747,4747,CC[C@H](Oc1ccc(OC)cc1)C(O)=O,20.5,0.8,0.03,10.1038/s41467/020/17057/z,AD3
4748,4748,CC[C@@H](Oc1ccc(OC)cc1)C(O)=O,22.7,0.8,0.03,10.1038/s41467/020/17057/z,AD3
4781,4781,Cc1ccc(cc1)[C@]2(CN3CCOCC3)CC(C)(C)CN2C(=O)Nc4cccc(Br)c4,27.64,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4782,4782,Cc1ccc(cc1)[C@@]2(CN3CCOCC3)CC(C)(C)CN2C(=O)Nc4cccc(Br)c4,22.98,0.6,0.1,10.1016/j.chempr.2017.10.008,AD3
4817,4817,C[C@@H](Cc1ccccc1Br)C(O)=O,20.5,1.0,0.03,10.31635/ccschem.020.202000176,AD3
4818,4818,C[C@H](Cc1ccccc1Br)C(O)=O,23.2,1.0,0.03,10.31635/ccschem.020.202000176,AD3
4856,4856,C[Si](C)(C)[Si](C[C@]1(CC2(CCCCCC2)CN1C(=O)Nc3ccccc3)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,13.75,0.7,0.02,10.1007/s11426/019/9528/2,AD3
4857,4857,C[Si](C)(C)[Si](C[C@@]1(CC2(CCCCCC2)CN1C(=O)Nc3ccccc3)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,23.5,0.7,0.02,10.1007/s11426/019/9528/2,AD3
4860,4860,C[C@@H](N[P](=O)(c1ccccc1)c2ccccc2)c3cccc(F)c3,13.6,1.0,0.1,10.1039/D0QO01286F,AD3
4861,4861,C[C@H](N[P](=O)(c1ccccc1)c2ccccc2)c3cccc(F)c3,23.5,1.0,0.1,10.1039/D0QO01286F,AD3
4927,4927,COc1ccccc1[C@@H]2CCN(C[C@@H]2C(O)=O)C(=O)OC(C)(C)C,23.4,1.0,0.03,10.31635/ccschem.020.202000176,AD3
4940,4940,OC(=O)[C@H]1CCCC[C@H]1c2ccc(F)cc2,20.6,0.8,0.02,10.1002/anie.202016705,AD3
4941,4941,OC(=O)[C@@H]1CCCC[C@H]1c2ccc(F)cc2,24.0,0.8,0.02,10.1002/anie.202016705,AD3
4948,4948,FC(F)(F)C[C@]1(CC2(CCCCC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4,26.08,0.2,0.02,10.1021/jacs.6b04077,AD3
4949,4949,FC(F)(F)C[C@@]1(CC2(CCCCC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4,24.07,0.2,0.02,10.1021/jacs.6b04077,AD3
4958,4958,Clc1ccc(cc1)[C@@H]2NCCc3c(Cl)cccc23,17.0,1.0,0.2,10.1039/C8CC03586E,AD3
4959,4959,Clc1ccc(cc1)[C@H]2NCCc3c(Cl)cccc23,24.1,1.0,0.2,10.1039/C8CC03586E,AD3
4960,4960,COc1ccc(cc1)[C@@H]2CCCCC[C@@H]2C(O)=O,19.5,0.8,0.03,10.1002/anie.202016705,AD3
4986,4986,C[Si](C)(C)[Si](C[C@]1(CC2(CCC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,27.08,0.15,0.008,10.1007/s11426/019/9528/2,AD3
4987,4987,C[Si](C)(C)[Si](C[C@@]1(CC2(CCC2)CN1C(=O)Nc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c4ccccc4)([Si](C)(C)C)[Si](C)(C)C,24.46,0.15,0.008,10.1007/s11426/019/9528/2,AD3
5001,5001,FC(F)(F)c1cccc(NC(=O)N2CCC[C@@]2(CN3CCOCC3)c4ccccc4)c1,26.94,1.0,0.05,10.1016/j.chempr.2017.10.008,AD3
5002,5002,FC(F)(F)c1cccc(NC(=O)N2CCC[C@]2(CN3CCOCC3)c4ccccc4)c1,24.59,1.0,0.05,10.1016/j.chempr.2017.10.008,AD3
5014,5014,FC(F)(F)c1cc(NC(=O)N2CC3(CCCCC3)C[C@@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,16.43,0.2,0.03,10.1038/ncomms14841,AD3
5015,5015,FC(F)(F)c1cc(NC(=O)N2CC3(CCCCC3)C[C@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c4ccccc4)cc(c1)C(F)(F)F,24.66,0.2,0.03,10.1038/ncomms14841,AD3
5024,5024,CC1(C)CN(C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@](CN3CCOCC3)(C1)c4ccccc4,27.52,0.3,0.03,10.1016/j.chempr.2017.10.008,AD3
5025,5025,CC1(C)CN(C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@](CN3CCOCC3)(C1)c4ccccc4,24.78,0.3,0.03,10.1016/j.chempr.2017.10.008,AD3
5113,5113,CC1(C)CN(C(=O)Nc2cccc(c2)C(F)(F)F)[C@@](CC(F)F)(C1)c3ccccc3,23.55,0.4,0.05,10.1038/ncomms14841,AD3
